AQI Bucket,City,Date,AQI,Benzene,CO,N Ox,NH3,NO,NO2,O3,Pm10,Pm2.5,SO2,Toluene,Xylene
Satisfactory,Thiruvananthapuram,10-11-2017,86,,1.27,8.01,3.8,1.93,12.12,7.77,45.25,29.27,3.75,,
Satisfactory,Thiruvananthapuram,11-11-2017,74,,1.16,6.76,4.18,2.07,9.55,7.72,46.57,30.27,5.03,,
Satisfactory,Thiruvananthapuram,12-11-2017,72,,1.25,7.04,6.27,1.97,10.23,7.66,59.01,42.35,3.97,,
Moderate,Thiruvananthapuram,13-11-2017,102,,1.45,9.57,5.93,1.95,15.04,7.84,86.2,62.55,4.82,,
Satisfactory,Thiruvananthapuram,14-11-2017,100,,1.21,9.06,6.2,2,13.97,7.77,76.8,53.64,5.2,,
Satisfactory,Thiruvananthapuram,15-11-2017,97,,1.23,8.28,6.47,2.06,12.42,7.83,78.67,57.66,3.92,,
Satisfactory,Thiruvananthapuram,16-11-2017,91,,1.23,9.24,4.84,1.9,14.55,7.81,69.39,49.5,4.87,,
Satisfactory,Thiruvananthapuram,17-11-2017,99,,1.25,8.57,4.17,1.91,13.2,7.73,83.82,59.27,6.18,,
Moderate,Thiruvananthapuram,18-11-2017,114,,1.33,7.32,3.82,1.95,10.77,7.65,80.76,61.57,3.6,,
Satisfactory,Thiruvananthapuram,19-11-2017,81,,1.13,5.33,3.68,2,6.98,7.67,59.98,39.43,3.1,,
Satisfactory,Thiruvananthapuram,20-11-2017,69,,1.16,6.73,4.08,1.83,9.87,7.82,48.04,27.4,4.69,,
Satisfactory,Thiruvananthapuram,21-11-2017,63,,1.08,6.92,5.17,2.02,9.95,7.75,31.01,17.99,4.99,,
Satisfactory,Thiruvananthapuram,22-11-2017,80,,1.28,7.9,4.46,1.79,12.26,7.81,42.44,27.16,3.12,,
Satisfactory,Thiruvananthapuram,23-11-2017,91,,1.31,8.42,4.85,1.89,13.04,7.76,61.21,40.15,5.1,,
Satisfactory,Thiruvananthapuram,24-11-2017,87,,1.28,8.4,5.1,1.96,12.84,7.84,89.2,62.96,4.89,,
Moderate,Thiruvananthapuram,25-11-2017,162,,1.61,10.9,5.07,2.03,17.42,7.79,126.78,93.79,4.79,,
Poor,Thiruvananthapuram,26-11-2017,230,,1.33,7.43,5.5,1.98,10.95,7.78,102.32,80.06,3.84,,
Moderate,Thiruvananthapuram,27-11-2017,103,,1.33,8.96,5.43,1.92,13.9,7.8,49.07,36.21,4.65,,
Satisfactory,Thiruvananthapuram,28-11-2017,83,,1.43,8.6,4.63,1.87,13.53,7.76,48.66,32.04,3.41,,
Satisfactory,Thiruvananthapuram,29-11-2017,86,,1.23,6.23,4.19,1.9,8.82,7.9,48.34,32.23,1.52,,
Satisfactory,Thiruvananthapuram,30-11-2017,58,,0.97,3.79,4.77,2,4.08,7.97,11.05,4.23,3.02,,
Satisfactory,Thiruvananthapuram,01-12-2017,57,,0.92,5.23,4.23,2.01,6.78,7.89,15.05,9.7,2.93,,
Satisfactory,Thiruvananthapuram,02-12-2017,60,,1.08,5.93,3.99,2.02,8.07,7.88,29.16,8.62,4.19,,
Satisfactory,Thiruvananthapuram,03-12-2017,76,,1.22,6.47,3.64,1.98,9.14,7.84,41.84,,3.92,,
Satisfactory,Thiruvananthapuram,04-12-2017,86,,1.26,5.83,3.81,2.04,7.84,7.76,53.82,,4.96,,
,Thiruvananthapuram,05-12-2017,,,,,,,,,,,,,
,Thiruvananthapuram,06-12-2017,,,,,,,,,,,,,
,Thiruvananthapuram,07-12-2017,,,1.58,8.33,11.35,2.08,12.47,7.88,75.38,51.21,4.49,,
Satisfactory,Thiruvananthapuram,08-12-2017,84,,1.31,4.38,11.16,1.92,5.31,7.82,61.09,44.97,1.45,,
Satisfactory,Thiruvananthapuram,09-12-2017,68,,1.21,4.48,12.28,1.87,5.57,8.03,49.68,33.94,4.71,,
Satisfactory,Thiruvananthapuram,10-12-2017,85,,1.26,4.7,10.85,2.04,5.73,8.07,73.21,54.94,4.33,,
Moderate,Thiruvananthapuram,11-12-2017,105,,1.31,4.77,8.9,1.97,6.12,8.27,101.59,68.46,3.96,,
Moderate,Thiruvananthapuram,12-12-2017,139,,1.37,4.79,7.31,1.9,6.2,8.18,88.6,66.61,3.64,,
Satisfactory,Thiruvananthapuram,13-12-2017,83,,1.3,4.97,7.4,2.05,6.38,7.63,58.23,40.99,3.43,,
Satisfactory,Thiruvananthapuram,14-12-2017,81,,1.4,6.01,8.03,1.97,8.35,7.55,66.47,48.17,3.99,,
Moderate,Thiruvananthapuram,15-12-2017,124,,1.59,5.85,8.01,1.95,8.08,7.55,88.53,68.66,5.33,,
Satisfactory,Thiruvananthapuram,16-12-2017,87,,1.26,6.2,7.14,2.27,8.52,10.52,68.19,49.07,3.07,,
Satisfactory,Thiruvananthapuram,17-12-2017,94,,1.23,5.38,6.56,1.99,7.28,7.27,69.96,52.59,3.38,,
Satisfactory,Thiruvananthapuram,18-12-2017,79,,1.25,5.17,6.14,2.05,6.68,8.78,71.95,53.21,4.12,,
Moderate,Thiruvananthapuram,19-12-2017,125,,1.3,4.64,6.16,2.15,5.55,22.21,71.07,47.43,4.54,,
Satisfactory,Thiruvananthapuram,20-12-2017,71,,1.15,4.7,6.6,2.19,5.68,15.67,46.85,33.58,3.96,,
Satisfactory,Thiruvananthapuram,21-12-2017,78,,1.27,4.16,6.23,2.24,4.42,21.79,56.57,39.14,5.13,,
Satisfactory,Thiruvananthapuram,22-12-2017,68,,1.16,4.65,6.11,2.24,5.42,34.32,41.88,26.11,3.44,,
Satisfactory,Thiruvananthapuram,23-12-2017,76,,1.31,3.93,5.83,2.27,3.96,34.25,59.38,40.41,4.1,,
Satisfactory,Thiruvananthapuram,24-12-2017,66,,1,4.2,5.38,2.31,4.35,39.37,49.75,33.34,5.42,,
Satisfactory,Thiruvananthapuram,25-12-2017,76,,1.07,3.95,5.05,2.33,3.86,37.88,64.2,47.76,3.39,,
Satisfactory,Thiruvananthapuram,26-12-2017,94,,1.31,4.26,9.86,2.21,7.01,41.78,79.85,60.35,3.44,,
Moderate,Thiruvananthapuram,27-12-2017,103,,1.38,6.49,10.06,1.83,9.64,41.2,86.73,64.68,3.89,,
Moderate,Thiruvananthapuram,28-12-2017,129,,1.36,6.41,9.19,1.92,9.2,39.1,98.85,72.44,3.89,,
Moderate,Thiruvananthapuram,29-12-2017,112,,1.2,7.53,9.12,1.91,11.28,29.28,85.7,61.44,3.38,,
Moderate,Thiruvananthapuram,30-12-2017,145,,1.42,7.23,10.6,1.94,10.86,41.68,100.61,73.02,4.14,,
Moderate,Thiruvananthapuram,31-12-2017,118,,1.19,5.08,9.57,1.94,6.57,42.77,80.02,59.05,4.32,,
Moderate,Thiruvananthapuram,01-01-2018,106,,1.28,6.13,8.34,1.88,8.79,46.69,88.43,64.62,3.51,,
Moderate,Thiruvananthapuram,02-01-2018,119,,1.32,5.59,9.27,1.96,7.51,44.93,88.75,64.43,3.29,,
Satisfactory,Thiruvananthapuram,03-01-2018,99,,1.36,7.11,11.36,1.89,10.46,67.08,78.75,57.45,6.04,,
Moderate,Thiruvananthapuram,04-01-2018,106,,1.4,10.52,9.93,1.94,16.88,48.75,90.64,67,5.21,,
Moderate,Thiruvananthapuram,05-01-2018,145,,1.32,9.62,11.15,1.98,15.1,46.77,118,76.69,7.36,,
Moderate,Thiruvananthapuram,06-01-2018,155,,1.32,10.12,11.25,1.92,16.16,63.19,117.45,83.73,8.37,,
Moderate,Thiruvananthapuram,07-01-2018,186,,1.27,6.9,10.54,1.9,10.07,59.76,101.17,78.68,6.67,,
Moderate,Thiruvananthapuram,08-01-2018,127,,1.69,10.93,10.15,1.98,17.84,55.21,95.2,69.38,6.81,,
Moderate,Thiruvananthapuram,09-01-2018,137,,1.55,11.15,11.01,1.89,18.3,40.89,115.88,83.7,6.16,,
Moderate,Thiruvananthapuram,10-01-2018,169,,1.58,9.77,10.88,1.83,15.68,35.72,109.22,81.02,7.43,,
Moderate,Thiruvananthapuram,11-01-2018,123,,1.57,9.68,7.89,1.89,15.84,39,71.31,51.42,5.36,,
Moderate,Thiruvananthapuram,12-01-2018,157,,1.59,9.51,7.09,1.87,15.32,69.77,71.91,53.08,4.72,,
Moderate,Thiruvananthapuram,13-01-2018,127,,1.58,9.35,7.43,1.88,14.84,35.78,67.32,47.04,5.48,,
Moderate,Thiruvananthapuram,14-01-2018,120,,1.25,7.08,6.23,1.91,10.5,56.36,53.93,38.06,4.52,,
Moderate,Thiruvananthapuram,15-01-2018,162,,1.58,9.49,6.37,1.88,15.14,49.1,72.73,50.17,6.34,,
Moderate,Thiruvananthapuram,16-01-2018,108,,1.54,10.75,6.73,1.79,17.55,17.45,95.26,72.69,5.81,,
Moderate,Thiruvananthapuram,17-01-2018,182,,1.6,10.02,7.53,1.94,15.92,85.18,109.18,80.8,7.96,,
Moderate,Thiruvananthapuram,18-01-2018,163,,1.56,8.88,9.28,1.84,14.03,71.98,102.56,72.59,5.14,,
Moderate,Thiruvananthapuram,19-01-2018,120,,1.4,10.15,9.1,1.92,16.13,55.7,98.15,67.73,8.08,,
Moderate,Thiruvananthapuram,20-01-2018,125,,1.47,11.55,9.12,1.94,18.91,71.96,115.98,81.25,8.59,,
Poor,Thiruvananthapuram,21-01-2018,204,,1.48,8.2,10.24,1.93,12.51,83.6,118.82,88.14,7.23,,
Moderate,Thiruvananthapuram,22-01-2018,183,,1.8,10.76,9.42,1.84,17.52,82.67,115.3,83.84,5.24,,
Moderate,Thiruvananthapuram,23-01-2018,183,,1.68,9.58,8.35,1.92,16.8,72.01,120.64,84.45,6.63,,
Moderate,Thiruvananthapuram,24-01-2018,170,,1.17,8.48,9.33,1.7,13.4,61.27,112.83,79.84,5.65,,
Moderate,Thiruvananthapuram,25-01-2018,132,,0.91,7.51,7.65,1.54,11.85,33.61,84.26,57.42,5.66,,
Satisfactory,Thiruvananthapuram,26-01-2018,92,,0.89,8.92,6.62,1.69,14.22,32.93,89.49,55.36,7.52,,
Satisfactory,Thiruvananthapuram,27-01-2018,99,,0.88,7.61,7.78,1.67,11.75,49.57,99.88,61.78,9.01,,
Satisfactory,Thiruvananthapuram,28-01-2018,93,,0.92,8.7,6.94,1.67,13.8,35.46,71.88,49.7,6.7,,
Moderate,Thiruvananthapuram,29-01-2018,112,,1.18,10.13,5.49,1.76,16.42,50.39,99.08,70.43,6.18,,
Moderate,Thiruvananthapuram,30-01-2018,121,,0.92,7.84,6.18,1.75,12.11,52.8,96.6,68.26,4.95,,
Moderate,Thiruvananthapuram,31-01-2018,130,,1.16,8.93,5.91,1.78,14.05,63.42,107.96,65.86,7.95,,
Moderate,Thiruvananthapuram,01-02-2018,144,,1.14,6.26,5.89,1.82,9.16,51.89,114.76,75.74,5.4,,
Moderate,Thiruvananthapuram,02-02-2018,132,,1.06,5.83,3.97,1.91,21.42,62.62,102.16,64.95,6.28,,
Moderate,Thiruvananthapuram,03-02-2018,124,,0.96,10.17,8.29,1.65,16.6,68.96,96.7,54.76,8.15,,
Moderate,Thiruvananthapuram,04-02-2018,111,,0.9,7.77,7.38,1.69,12.04,73.09,95.27,56.47,7.65,,
Satisfactory,Thiruvananthapuram,05-02-2018,100,,0.94,7.76,6.82,1.67,12.09,61.4,93.88,55.14,7.87,,
Satisfactory,Thiruvananthapuram,06-02-2018,96,,0.91,7.45,5.81,1.71,11.41,52.53,89.88,52.43,7.27,,
Satisfactory,Thiruvananthapuram,07-02-2018,80,,0.94,7.41,4.84,1.79,11.18,47.85,71.72,41.4,4.22,,
Satisfactory,Thiruvananthapuram,08-02-2018,66,,0.89,9.07,4.22,1.66,14.71,36.32,47.29,30.24,5.42,,
Satisfactory,Thiruvananthapuram,09-02-2018,80,,0.95,9.72,4.92,1.81,15.58,51.88,63.08,42.41,6.25,,
Satisfactory,Thiruvananthapuram,10-02-2018,71,,0.95,7.92,5.96,1.83,12.29,45.62,65.34,42.91,3.92,,
Satisfactory,Thiruvananthapuram,11-02-2018,72,,0.88,12.65,5.38,1.82,20.97,38.89,70.25,41.06,4.78,,
,Thiruvananthapuram,12-02-2018,,,1.05,11.58,5.45,1.77,21.56,46.7,77.5,45.67,27.65,,
Satisfactory,Thiruvananthapuram,13-02-2018,92,,0.94,11.81,8.94,1.72,19.57,48.7,86.42,55.79,6.77,,
Satisfactory,Thiruvananthapuram,14-02-2018,94,,0.93,11.2,8.47,1.71,18.51,50.03,95.91,62.38,6.77,,
Satisfactory,Thiruvananthapuram,15-02-2018,99,,1.08,12.31,7.17,1.67,20.75,49.33,84.58,41.22,5.26,,
Satisfactory,Thiruvananthapuram,16-02-2018,82,,1.04,12.37,6.63,1.57,20.96,54.5,72.11,45.86,4.7,,
Satisfactory,Thiruvananthapuram,17-02-2018,88,,1.14,11.31,6.34,1.65,18.84,56.25,82.45,52.27,7.58,,
Moderate,Thiruvananthapuram,18-02-2018,105,,0.91,9.13,6.59,1.79,14.43,68.39,82.58,54.22,7.27,,
Moderate,Thiruvananthapuram,19-02-2018,107,,1.03,11.44,7.78,1.69,19.02,68.23,93.06,60.38,7.37,,
Moderate,Thiruvananthapuram,20-02-2018,105,,1.09,11.74,7.37,1.56,19.72,61.85,89.44,58.11,7.71,,
Moderate,Thiruvananthapuram,21-02-2018,112,,1.07,12.2,7.39,1.68,20.39,55.37,101.58,62.07,6.9,,
Satisfactory,Thiruvananthapuram,22-02-2018,96,,0.88,10.8,7.27,1.67,17.82,63.23,89.49,47.75,9.69,,
Satisfactory,Thiruvananthapuram,23-02-2018,94,,0.98,12.02,6.86,1.69,20.09,55.44,90.78,41.55,8.05,,
Satisfactory,Thiruvananthapuram,24-02-2018,93,,1.02,11.06,8.57,1.63,18.48,55.15,90.74,51.15,8.96,,
Satisfactory,Thiruvananthapuram,25-02-2018,84,,,,,,,,,,,,
,Thiruvananthapuram,26-02-2018,,,1.04,9.58,8.06,1.6,15.64,55.48,59.71,25.23,8.59,,
Satisfactory,Thiruvananthapuram,27-02-2018,77,,0.87,9.49,7.58,1.7,15.34,45,72.7,36.46,7.94,,
Satisfactory,Thiruvananthapuram,28-02-2018,78,,0.9,10.1,6.49,1.69,16.4,49.22,63.66,30.47,8.48,,
Satisfactory,Thiruvananthapuram,01-03-2018,70,,1.02,9.56,6.34,1.59,15.53,40.94,68.91,27.73,6.84,,
Satisfactory,Thiruvananthapuram,02-03-2018,79,,1.06,8.43,5.54,1.68,13.31,44.56,69.71,36.2,7.48,,
Satisfactory,Thiruvananthapuram,03-03-2018,85,,0.96,8.42,5.51,1.71,13.26,55.98,72.3,39.89,10.33,,
Satisfactory,Thiruvananthapuram,04-03-2018,98,,0.96,8.38,6.03,1.69,13.21,62.81,92.26,57.24,8.62,,
Satisfactory,Thiruvananthapuram,05-03-2018,95,,1.05,8.7,7.11,1.62,13.94,53.78,94.17,46.58,8.75,,
Satisfactory,Thiruvananthapuram,06-03-2018,94,,1.05,8.35,6.97,1.62,13.27,50.74,95.3,56.15,7.85,,
Satisfactory,Thiruvananthapuram,07-03-2018,97,,1.08,9.23,6.99,1.62,14.89,51.6,91.27,57.18,7.87,,
Satisfactory,Thiruvananthapuram,08-03-2018,90,,1.12,9.61,5.51,1.64,15.59,47.42,91.55,52.59,5.89,,
Satisfactory,Thiruvananthapuram,09-03-2018,91,,1.1,7.44,6.04,1.65,11.94,51.29,90.79,56.09,8.26,,
Satisfactory,Thiruvananthapuram,10-03-2018,92,,1.04,9.29,5.68,1.64,15.05,59.25,89.77,52.85,9.76,,
Moderate,Thiruvananthapuram,11-03-2018,112,,0.98,10.29,5.21,1.73,16.69,77.58,95.27,60.8,14.94,,
Satisfactory,Thiruvananthapuram,12-03-2018,95,,1.18,9.79,4.27,1.66,15.94,41.66,74.65,44.16,10.69,,
Satisfactory,Thiruvananthapuram,13-03-2018,89,,1.22,9.43,3.63,1.63,15.51,27.62,41.85,25.16,4.27,,
Satisfactory,Thiruvananthapuram,14-03-2018,69,,0.94,7.47,4.69,1.55,11.66,29.59,36.01,18.74,5.86,,
Satisfactory,Thiruvananthapuram,15-03-2018,55,,0.76,5.92,4.97,1.65,8.65,29.45,27.9,13.15,4.85,,
Satisfactory,Thiruvananthapuram,16-03-2018,60,,1,5.45,5.47,1.57,8.18,28.14,32.91,17.31,4.3,,
Satisfactory,Thiruvananthapuram,17-03-2018,62,,0.87,7.5,5.31,1.71,11.64,33.22,38.78,20.51,5.38,,
Satisfactory,Thiruvananthapuram,18-03-2018,65,,1,8.61,3.66,1.63,13.71,33.06,45.87,27.78,4.79,,
Satisfactory,Thiruvananthapuram,19-03-2018,74,,1.15,8.26,4.15,1.56,13.36,31.39,40.88,22.23,6.05,,
Satisfactory,Thiruvananthapuram,20-03-2018,78,,1.18,9.7,5.47,1.74,15.58,42.72,66.78,40.89,5.52,,
Satisfactory,Thiruvananthapuram,21-03-2018,78,,1.17,8.68,5.71,1.66,13.82,40.37,66.95,42.91,5.64,,
Satisfactory,Thiruvananthapuram,22-03-2018,71,,1.1,6.61,4.87,1.73,9.81,42.66,58.81,30.46,6.17,,
Satisfactory,Thiruvananthapuram,23-03-2018,68,,1.12,6.63,4.58,1.67,9.99,38.36,76.01,31.97,5.32,,
Satisfactory,Thiruvananthapuram,24-03-2018,82,,0.93,7.86,4.23,1.68,12.55,33.2,81.22,30.17,5.45,,
Satisfactory,Thiruvananthapuram,25-03-2018,82,,1.19,8.56,5.2,1.66,13.53,41.53,84.28,41.77,4.98,,
Satisfactory,Thiruvananthapuram,26-03-2018,97,,1.18,10.22,5.18,1.72,16.65,54.65,77.71,44.52,5.59,,
Satisfactory,Thiruvananthapuram,27-03-2018,90,,1.47,9.05,4.77,1.63,14.58,46.2,71.97,43.41,5.05,,
Moderate,Thiruvananthapuram,28-03-2018,105,,1.82,8.31,4.49,1.75,14.6,24.33,40.97,24.17,10.06,,
Satisfactory,Thiruvananthapuram,29-03-2018,91,,1.36,8.95,6.25,1.77,14.14,35.77,61.25,35.1,5.43,,
Moderate,Thiruvananthapuram,30-03-2018,104,,2.59,6.01,5.94,1.74,8.64,43.01,77.14,40.45,4.5,,
Moderate,Thiruvananthapuram,31-03-2018,130,,2.99,6.82,5.34,1.71,10.19,41.97,76.18,38.5,5.8,,
Satisfactory,Thiruvananthapuram,01-04-2018,74,,0.8,6.69,4.08,1.72,9.95,42.71,64.64,27.92,8.77,,
Satisfactory,Thiruvananthapuram,02-04-2018,64,,0.82,5.71,3.87,1.77,8.04,42.65,63.12,28.27,7.8,,
Satisfactory,Thiruvananthapuram,03-04-2018,93,,0.89,7.43,4.21,1.66,11.49,60,67.92,33.99,6.01,,
Moderate,Thiruvananthapuram,04-04-2018,137,,0.97,8.43,4.08,1.68,13.51,56.52,61.69,32.84,7.72,,
Satisfactory,Thiruvananthapuram,05-04-2018,72,,0.99,6.71,4.47,1.64,10.07,43.56,78.18,43.66,8.52,,
,Thiruvananthapuram,06-04-2018,,,1.01,8.3,4.81,1.8,12.99,55.6,72.54,33.37,11.26,,
Moderate,Thiruvananthapuram,07-04-2018,121,,0.92,7.38,5.08,1.72,11.27,67.81,73.04,42.99,7.86,,
Moderate,Thiruvananthapuram,08-04-2018,122,,0.83,5.81,4.97,1.67,8.42,51.95,45.04,25.7,6.31,,
Moderate,Thiruvananthapuram,09-04-2018,126,,0.86,6.2,4.61,1.7,9.04,52.8,39.62,20.2,4.92,,
Satisfactory,Thiruvananthapuram,10-04-2018,73,,0.95,7.33,4.31,1.94,10.9,36.52,35.43,15.2,6.68,,
Moderate,Thiruvananthapuram,11-04-2018,160,,0.95,7.21,4.63,2.67,9.67,62.71,38.12,19.23,6.59,,
Satisfactory,Thiruvananthapuram,12-04-2018,62,,0.86,7.27,3.98,3.44,9.08,33.77,32.92,18.61,6.4,,
Satisfactory,Thiruvananthapuram,13-04-2018,84,,1.12,10.05,3.7,2.63,14.89,28.84,30.35,15.54,5.33,,
Satisfactory,Thiruvananthapuram,14-04-2018,61,,0.82,8,5.17,2.73,10.86,36.91,25.04,9.71,5.77,,
Satisfactory,Thiruvananthapuram,15-04-2018,58,,0.84,8.47,3.85,2.78,11.68,33.24,31.97,17.78,5.38,,
Satisfactory,Thiruvananthapuram,16-04-2018,60,,0.88,9.06,4.23,2.76,12.86,35.33,32.97,17.81,5.76,,
Satisfactory,Thiruvananthapuram,17-04-2018,62,,0.95,9.84,4.07,2.73,14.32,29.03,37.77,21.46,6.29,,
Satisfactory,Thiruvananthapuram,18-04-2018,71,,1.13,12.32,3.96,2.77,18.95,32.06,56.12,30.07,5.61,,
Satisfactory,Thiruvananthapuram,19-04-2018,66,,0.94,8.92,4.44,2.79,12.49,34.88,41.6,19.84,5.74,,
Satisfactory,Thiruvananthapuram,20-04-2018,61,,0.99,10.11,3.72,2.67,14.91,34.04,37.06,16.04,5.67,,
Satisfactory,Thiruvananthapuram,21-04-2018,66,,0.95,9.72,3.99,2.67,14.21,42.16,52.84,26.07,7.09,,
Satisfactory,Thiruvananthapuram,22-04-2018,58,,0.83,8.46,3.93,2.64,11.86,37.8,53.8,28.02,6.37,,
Satisfactory,Thiruvananthapuram,23-04-2018,65,,0.88,9.24,3.85,2.64,13.39,43.28,58.59,26.83,7.11,,
Satisfactory,Thiruvananthapuram,24-04-2018,62,,0.85,7.24,3.21,2.76,9.46,39.92,57.52,21.79,6.11,,
Satisfactory,Thiruvananthapuram,25-04-2018,60,,0.78,8.88,3.42,2.81,12.39,44.63,52.44,24.34,4.82,,
Satisfactory,Thiruvananthapuram,26-04-2018,62,,0.88,8.8,3.41,2.76,12.32,45.22,72.46,29.15,6.16,,
Satisfactory,Thiruvananthapuram,27-04-2018,83,,0.93,9.88,3.14,2.85,14.31,44.64,72.5,35.06,6.46,,
Satisfactory,Thiruvananthapuram,28-04-2018,70,,1.12,10,2.83,2.71,14.79,38.39,68.55,35.77,5.78,,
Satisfactory,Thiruvananthapuram,29-04-2018,78,,1.03,8.64,3.24,2.84,11.89,40.11,76.45,46.14,7.98,,
Satisfactory,Thiruvananthapuram,30-04-2018,65,,0.86,8.61,3.37,2.91,11.71,42.29,59.65,29.38,6.53,,
Satisfactory,Thiruvananthapuram,01-05-2018,61,,0.77,7.16,3.41,2.94,8.97,41.94,53.26,23.65,6.11,,
Satisfactory,Thiruvananthapuram,02-05-2018,65,,0.84,7.55,2.91,2.82,9.89,43.25,56.07,64.52,5.52,,
Satisfactory,Thiruvananthapuram,03-05-2018,65,,0.91,9.16,3.45,2.82,12.9,51.25,50.04,22.42,5.02,,
Satisfactory,Thiruvananthapuram,04-05-2018,70,,0.89,7.44,3.67,2.78,9.75,55.05,55.18,28.82,6.05,,
Satisfactory,Thiruvananthapuram,05-05-2018,82,,0.89,7.47,3.76,2.98,9.51,58.65,46.4,26.48,6.5,,
Satisfactory,Thiruvananthapuram,06-05-2018,58,,0.86,7.39,3.1,2.86,9.51,38.56,30.75,18.29,5.61,,
Satisfactory,Thiruvananthapuram,07-05-2018,60,,0.87,8.33,2.83,2.87,11.28,35.64,30.01,16.81,6.59,,
Satisfactory,Thiruvananthapuram,08-05-2018,55,,0.88,7.55,2.92,2.89,9.77,33.45,27.82,13.97,5.77,,
Satisfactory,Thiruvananthapuram,09-05-2018,67,,1.01,9.36,2.66,2.9,13.19,34.32,42.75,23.21,5.79,,
Satisfactory,Thiruvananthapuram,10-05-2018,54,,0.86,8.15,2.63,2.79,11.06,30.24,28.12,11.28,6.3,,
Satisfactory,Thiruvananthapuram,11-05-2018,62,,0.96,7.71,2.9,2.97,10.15,27.94,28.73,12.24,6.78,,
Satisfactory,Thiruvananthapuram,12-05-2018,54,,0.88,7.48,3.11,2.89,9.79,27.47,21.4,9.12,6.54,,
Satisfactory,Thiruvananthapuram,13-05-2018,54,,0.8,6.96,3.55,3.04,8.45,34.91,23.59,9.35,7.13,,
Satisfactory,Thiruvananthapuram,14-05-2018,56,,0.77,9.09,4.38,3.05,12.44,40.44,24.27,10.52,6.43,,
Satisfactory,Thiruvananthapuram,15-05-2018,64,,1.06,10.45,3.81,2.92,15.18,41.88,46.65,26.65,7.11,,
Satisfactory,Thiruvananthapuram,16-05-2018,70,,0.95,8.1,3.65,3.08,10.55,39.76,50.52,28.45,6.16,,
Satisfactory,Thiruvananthapuram,17-05-2018,60,,0.96,7.1,3.32,3.27,8.35,34.53,33.39,21.54,4.77,,
Satisfactory,Thiruvananthapuram,18-05-2018,56,,0.89,6.91,3.27,3.2,8.44,31.18,23.2,8.96,5.58,,
Satisfactory,Thiruvananthapuram,19-05-2018,61,,0.9,6.06,3.57,3.16,6.8,29.52,30.44,13.25,5.87,,
Satisfactory,Thiruvananthapuram,20-05-2018,53,,0.86,4.59,3.65,3.55,3.92,30.25,24.91,10.25,4.19,,
Satisfactory,Thiruvananthapuram,21-05-2018,74,,1,3.19,1.78,3.73,5.86,35.44,35.89,15.69,5.19,,
Satisfactory,Thiruvananthapuram,22-05-2018,65,,0.88,4.66,2.28,3.37,12.91,43.48,43.92,18.72,6.47,,
Satisfactory,Thiruvananthapuram,23-05-2018,67,,0.89,8.85,3.99,2.97,12.1,46.45,45.18,22.04,6.99,,
Satisfactory,Thiruvananthapuram,24-05-2018,67,,0.95,8.54,4.65,2.84,11.73,41.31,65.82,25.68,6.68,,
Satisfactory,Thiruvananthapuram,25-05-2018,84,,0.6,11.59,4.28,3.1,17.27,53.64,17.46,12.04,3.77,,
Satisfactory,Thiruvananthapuram,26-05-2018,78,,0.95,10.47,2.75,2.88,15.31,54.81,44.1,22.6,5.08,,
Satisfactory,Thiruvananthapuram,27-05-2018,69,,0.74,6.89,2.12,2.94,8.48,56.46,27.03,10.94,4.98,,
Satisfactory,Thiruvananthapuram,28-05-2018,83,,1,6.47,3.52,3,7.56,50.82,40,13.24,5.22,,
Satisfactory,Thiruvananthapuram,29-05-2018,59,,0.89,6.53,4.01,3.08,7.98,43.54,41.09,14.46,5.53,,
Satisfactory,Thiruvananthapuram,30-05-2018,59,,0.86,8.92,3.44,3.1,12.02,40.51,32.33,14.78,4.93,,
Satisfactory,Thiruvananthapuram,31-05-2018,59,,1,10.54,3.65,2.8,15.81,32.53,42.4,18.75,5.15,,
Satisfactory,Thiruvananthapuram,01-06-2018,66,,1.01,11.14,3.44,2.85,16.73,26.52,36.25,17.99,6.04,,
Satisfactory,Thiruvananthapuram,02-06-2018,59,,0.86,10.85,3.04,3.1,16.03,28.29,27.32,13.59,5.44,,
Good,Thiruvananthapuram,03-06-2018,49,,0.72,9.69,2.72,3.15,13.39,30.1,22.6,11.68,4.82,,
Satisfactory,Thiruvananthapuram,04-06-2018,58,,0.92,11.47,2.6,2.79,17.41,29.15,30.1,16.7,5.28,,
Satisfactory,Thiruvananthapuram,05-06-2018,78,,1.08,14.09,2.32,2.97,22.39,24.34,37.16,17.04,5.86,,
Satisfactory,Thiruvananthapuram,06-06-2018,70,,0.92,10.11,2.67,3.24,14.35,26.6,33.78,17.49,6.22,,
Satisfactory,Thiruvananthapuram,07-06-2018,64,,0.73,12.49,3.26,2.73,19.38,20.39,27.33,15.77,6.53,,
Satisfactory,Thiruvananthapuram,08-06-2018,60,,0.89,7.38,2.87,3.22,9.14,26.3,43.69,13.57,4.84,,
Satisfactory,Thiruvananthapuram,09-06-2018,51,,0.6,3.59,2.36,3.19,2.08,28.03,40.67,10.75,6,,
Good,Thiruvananthapuram,10-06-2018,44,,0.58,3.16,2.39,3.19,1.89,23.88,36.92,5.19,5.36,,
Good,Thiruvananthapuram,11-06-2018,48,,0.8,5.14,2.1,3.06,5.15,24.69,43.69,13.23,5.64,,
Satisfactory,Thiruvananthapuram,12-06-2018,53,,0.86,7.3,2.12,3.01,9.16,24.44,53.74,13.4,5.95,,
