Age Group,Ever Married,Gender,Graduated,ID,Martial Status,Profession,Spending Level,Spending Score,Age,Family Size,Work Experience
Middle-Aged,Yes,Female,Yes,463526,Married,Homemaker,Low Spender,Average,30,2,2
Middle-Aged,No,Male,Yes,461626,Single,Doctor,Low Spender,Low,35,4,8
Middle-Aged,Yes,Male,Yes,461051,Married,Artist,Low Spender,Average,41,2,0
Senior,,Female,Yes,466127,Single,Lawyer,Low Spender,Low,86,3,1
Young Adult,No,Male,No,461347,Single,Healthcare,Low Spender,Low,23,5,1
Young Adult,No,Male,No,467872,Single,Healthcare,Low Spender,Low,19,4,8
Young Adult,No,Male,No,466012,Single,Healthcare,Low Spender,Low,25,4,0
Senior,Yes,Male,Yes,465715,Married,Entertainment,Top Spender,High,51,2,1
Middle-Aged,No,Female,Yes,464942,Single,Engineer,Low Spender,Low,42,1,7
Middle-Aged,Yes,Male,Yes,462810,Married,Healthcare,Low Spender,Average,32,2,
Middle-Aged,No,Male,No,465566,Single,,Low Spender,Low,39,3,2
Senior,Yes,Female,No,462128,Married,Engineer,Low Spender,Low,53,4,0
Senior,Yes,Male,Yes,467735,Married,Lawyer,Top Spender,High,61,2,0
Middle-Aged,No,Male,No,461634,Single,Entertainment,Low Spender,Low,33,,9
Young Adult,No,Male,No,464639,Single,Artist,Low Spender,Low,26,1,7
Senior,Yes,Male,No,467615,Married,Executive,Low Spender,Low,89,,
Young Adult,No,Female,No,466200,Single,Healthcare,Low Spender,Low,21,4,1
Middle-Aged,Yes,Female,Yes,460444,Married,Artist,Low Spender,Average,32,2,7
Young Adult,No,Female,No,464548,Single,Homemaker,Low Spender,Low,19,3,13
Senior,No,Female,Yes,461080,Single,Artist,Low Spender,Low,53,1,0
Senior,Yes,Male,Yes,467848,Married,Entertainment,Low Spender,Low,56,2,1
Senior,Yes,Female,Yes,459746,Married,Artist,Low Spender,Average,57,4,1
Middle-Aged,Yes,Male,Yes,466473,Married,Artist,Low Spender,Low,50,1,0
Young Adult,No,Male,,465323,Single,,Low Spender,Low,27,7,1
Middle-Aged,Yes,Male,Yes,460005,Married,Doctor,Low Spender,Average,49,3,7
Middle-Aged,Yes,Female,Yes,463478,Married,Artist,Low Spender,Average,43,4,0
Senior,Yes,Female,Yes,465590,Married,Lawyer,Low Spender,Average,72,2,0
Senior,Yes,Male,Yes,465337,Married,Lawyer,Low Spender,Low,85,1,0
Middle-Aged,No,Male,No,460153,Single,Marketing,Low Spender,Low,33,5,6
Young Adult,No,Female,Yes,467299,Single,Artist,Low Spender,Low,28,1,2
Senior,Yes,Male,No,459875,Married,Lawyer,Low Spender,Low,76,,
Senior,Yes,Male,Yes,460681,Married,Artist,Low Spender,Average,71,2,1
Middle-Aged,No,Female,No,466876,Single,Homemaker,Low Spender,Low,31,1,6
Senior,Yes,Male,Yes,467929,Married,Artist,Top Spender,High,53,2,
Senior,Yes,Female,Yes,467802,Married,Artist,Low Spender,Average,66,2,9
Middle-Aged,No,Male,Yes,465614,Single,Artist,Low Spender,Low,38,1,9
Middle-Aged,Yes,Female,Yes,461567,Married,Artist,Low Spender,Average,49,5,9
Senior,Yes,Male,Yes,460625,Married,Lawyer,Top Spender,High,67,2,0
Middle-Aged,Yes,Male,Yes,462653,Married,Artist,Low Spender,Average,37,5,0
Senior,No,Female,Yes,460849,Single,Artist,Low Spender,Low,61,2,6
Middle-Aged,Yes,Female,No,464493,Married,Engineer,Low Spender,Average,36,2,1
Middle-Aged,No,Female,Yes,467342,Single,Doctor,Low Spender,Low,38,1,1
Middle-Aged,No,Female,Yes,465039,Single,Engineer,Low Spender,Low,42,1,8
Senior,Yes,Male,Yes,465279,Married,Executive,Low Spender,Average,59,2,0
Young Adult,No,Male,No,465640,Single,Healthcare,Low Spender,Low,18,2,
Middle-Aged,Yes,Male,No,462529,Married,Entertainment,Low Spender,Average,47,3,2
Senior,Yes,Male,Yes,464622,Married,Artist,Low Spender,Average,62,5,1
Middle-Aged,Yes,Male,No,462881,Married,Artist,Low Spender,Average,49,5,0
Middle-Aged,No,Female,Yes,460710,Single,Artist,Low Spender,Low,40,3,0
Middle-Aged,Yes,Male,Yes,465097,Married,Artist,Low Spender,Average,45,2,1
Middle-Aged,Yes,Male,Yes,467942,Married,Artist,Low Spender,Average,36,2,9
Young Adult,No,Female,No,467966,Single,Homemaker,Low Spender,Low,26,2,
Senior,Yes,Male,Yes,459464,Married,Artist,Low Spender,Low,56,2,0
Middle-Aged,Yes,Male,Yes,467342,Married,Artist,Top Spender,High,39,4,1
Young Adult,No,Male,No,460696,Single,Healthcare,Low Spender,Low,19,5,0
Middle-Aged,Yes,Female,No,459773,Married,,Low Spender,Average,47,3,
Middle-Aged,No,Female,No,467238,Single,Healthcare,Low Spender,Low,31,8,
Middle-Aged,No,Female,No,463851,Single,Engineer,Low Spender,Low,30,4,0
Senior,Yes,Male,Yes,460549,Married,Artist,Low Spender,Average,55,4,8
Middle-Aged,Yes,Female,No,462506,Married,Homemaker,Low Spender,Average,45,4,
Middle-Aged,No,Male,Yes,464144,Single,Entertainment,Low Spender,Low,30,5,7
Young Adult,No,Female,No,459848,Single,Doctor,Low Spender,Low,28,3,0
Middle-Aged,Yes,Female,Yes,461785,Married,Artist,Low Spender,Average,35,4,4
Middle-Aged,Yes,Male,Yes,462970,Married,Artist,Low Spender,Average,50,4,7
Senior,Yes,Male,No,461779,Married,Artist,Top Spender,High,51,4,1
Middle-Aged,Yes,Male,Yes,459306,Married,Artist,Low Spender,Low,49,1,0
Middle-Aged,Yes,Female,Yes,459425,Married,Artist,Low Spender,Average,39,3,1
Middle-Aged,Yes,Female,Yes,460550,Married,Artist,Low Spender,Average,48,4,5
Young Adult,No,Male,No,462212,Single,Healthcare,Low Spender,Low,19,6,0
Middle-Aged,Yes,Male,No,465264,Married,Artist,Low Spender,Low,46,1,4
Senior,Yes,Male,No,462006,Married,Executive,Low Spender,Average,69,2,1
Middle-Aged,Yes,Female,No,460695,Married,Engineer,Low Spender,Low,33,,
Middle-Aged,Yes,Female,No,461564,Married,Doctor,Low Spender,Low,39,,7
Young Adult,No,Female,Yes,460278,Single,Doctor,Low Spender,Low,29,4,1
Young Adult,Yes,Male,Yes,465897,Married,Doctor,Low Spender,Average,28,2,6
Middle-Aged,No,Female,Yes,463268,Single,Homemaker,Low Spender,Low,41,1,0
Middle-Aged,Yes,Female,Yes,467549,Married,Doctor,Low Spender,Average,38,2,
Senior,Yes,Male,No,466190,Married,Artist,Low Spender,Average,55,,0
Young Adult,No,Female,No,464213,Single,Homemaker,Low Spender,Low,26,4,9
Middle-Aged,No,Female,Yes,462687,Single,Artist,Low Spender,Low,38,1,14
Young Adult,No,Male,No,461568,Single,Healthcare,Low Spender,Low,18,3,3
Middle-Aged,No,Male,No,466413,Single,Healthcare,Low Spender,Low,33,6,4
Middle-Aged,No,Female,Yes,467100,Single,Entertainment,Low Spender,Low,35,2,9
Senior,Yes,Male,No,467648,Married,Artist,Low Spender,Low,60,1,1
Young Adult,No,Male,Yes,462980,Single,Healthcare,Low Spender,Low,29,1,
Middle-Aged,No,Female,No,461110,Single,Artist,Low Spender,Low,36,1,
Senior,Yes,Male,Yes,461228,Married,Artist,Low Spender,Average,55,4,4
Middle-Aged,No,Male,No,463560,Single,Doctor,Low Spender,Low,33,3,1
Senior,Yes,Male,Yes,463634,Married,,Low Spender,Average,56,2,
Middle-Aged,No,Male,Yes,460680,Single,Healthcare,Low Spender,Low,33,5,0
Senior,Yes,Male,No,467793,Married,Entertainment,Low Spender,Low,53,2,8
Senior,Yes,Male,Yes,462454,Married,Executive,Low Spender,Low,53,,8
Young Adult,No,Female,No,461864,Single,Healthcare,Low Spender,Low,22,4,
Middle-Aged,Yes,Female,No,466638,Married,Engineer,Low Spender,Average,42,3,1
Senior,Yes,Female,Yes,464371,Married,Engineer,Top Spender,High,53,2,0
Senior,No,Female,Yes,461480,Single,Artist,Low Spender,Low,52,1,
Young Adult,No,Female,Yes,465666,Single,Entertainment,Low Spender,Low,26,1,1
Senior,Yes,Male,Yes,466392,Married,Executive,Top Spender,High,61,4,0
Middle-Aged,No,Female,Yes,461061,Single,Artist,Low Spender,Low,43,1,9
Middle-Aged,Yes,Female,No,463065,Married,Entertainment,Low Spender,Average,38,3,0
Young Adult,No,Female,Yes,463984,Single,Artist,Low Spender,Low,28,1,
Middle-Aged,Yes,Male,Yes,461068,Married,Artist,Low Spender,Average,30,3,8
Senior,Yes,Male,Yes,463625,Married,Entertainment,Top Spender,High,82,,1
Middle-Aged,Yes,Male,No,466845,Married,Artist,Low Spender,Low,30,3,1
Middle-Aged,Yes,Female,Yes,460601,Married,Artist,Low Spender,Low,35,2,1
Middle-Aged,No,Female,No,464008,Single,Entertainment,Low Spender,Low,40,1,0
Middle-Aged,Yes,Male,Yes,462736,Married,Artist,Low Spender,Average,46,3,1
Senior,Yes,Female,Yes,464219,Married,Lawyer,Top Spender,High,85,2,7
Senior,Yes,Female,Yes,464579,Married,Lawyer,Low Spender,Low,63,1,0
Senior,Yes,Female,No,460814,Married,Engineer,Top Spender,High,53,2,
Middle-Aged,Yes,Female,No,461798,Married,Marketing,Low Spender,Low,45,4,0
Middle-Aged,Yes,Female,No,463233,Married,Artist,Low Spender,Low,37,5,0
Senior,Yes,Female,,466463,Married,Lawyer,Low Spender,Low,85,2,0
Middle-Aged,No,Male,Yes,461430,Single,Artist,Low Spender,Low,40,2,1
Middle-Aged,Yes,Female,Yes,461040,Married,Engineer,Low Spender,Average,38,2,1
Middle-Aged,Yes,Female,No,462564,Married,Doctor,Low Spender,Average,36,3,
Senior,Yes,Male,Yes,463255,Married,Lawyer,Top Spender,High,67,2,7
Senior,Yes,Male,Yes,459903,Married,Homemaker,Low Spender,Low,58,1,9
Young Adult,No,Male,Yes,460542,Single,Doctor,Low Spender,Low,28,2,0
Senior,Yes,Male,Yes,460297,Married,Engineer,Low Spender,Average,62,4,1
Senior,Yes,Male,No,466089,Married,Entertainment,Low Spender,Low,73,2,0
Middle-Aged,No,Male,Yes,462139,Single,Entertainment,Low Spender,Low,31,3,0
Young Adult,No,Female,Yes,467417,Single,Marketing,Low Spender,Low,27,3,9
Middle-Aged,Yes,Female,Yes,466448,Married,Artist,Low Spender,Average,43,4,1
Senior,Yes,Male,Yes,467714,Married,Lawyer,Top Spender,High,70,2,1
Middle-Aged,No,Female,Yes,466047,Single,Artist,Low Spender,Low,43,3,0
Young Adult,No,Female,Yes,463539,Single,Healthcare,Low Spender,Low,26,4,0
Senior,Yes,Male,Yes,464935,Married,Executive,Top Spender,High,55,3,8
Middle-Aged,No,Female,Yes,459907,Single,Artist,Low Spender,Low,42,3,14
Middle-Aged,Yes,Male,Yes,463821,Married,Executive,Low Spender,Low,50,2,1
Middle-Aged,No,Female,Yes,461415,Single,Healthcare,Low Spender,Low,33,5,0
Middle-Aged,Yes,Female,No,466810,Married,Artist,Low Spender,Average,45,2,0
Middle-Aged,Yes,Male,Yes,463499,Married,Artist,Low Spender,Average,46,3,1
Middle-Aged,Yes,Female,Yes,461756,Married,Artist,Low Spender,Low,32,2,1
Middle-Aged,Yes,Female,Yes,459148,Married,Doctor,Low Spender,Average,32,3,1
Middle-Aged,Yes,Female,Yes,466335,Married,Doctor,Low Spender,Low,48,2,1
Senior,Yes,Male,,459624,Married,Entertainment,Low Spender,Low,62,3,2
Middle-Aged,Yes,Male,Yes,466678,Married,Entertainment,Low Spender,Low,42,4,0
Young Adult,No,Female,Yes,462185,Single,Artist,Low Spender,Low,27,1,
Young Adult,No,Female,Yes,461350,Single,Healthcare,Low Spender,Low,27,1,2
Middle-Aged,Yes,Female,Yes,464829,Married,Artist,Low Spender,Average,30,6,6
Young Adult,No,Female,No,465511,Single,Artist,Low Spender,Low,20,3,
Middle-Aged,Yes,Male,Yes,462877,Married,Doctor,Low Spender,Average,38,4,0
Senior,Yes,Male,Yes,466035,Married,Healthcare,Low Spender,Low,62,2,0
Senior,Yes,Female,Yes,461522,Married,Artist,Low Spender,Average,53,3,6
Senior,Yes,Female,No,464785,Married,Artist,Low Spender,Average,57,2,0
Senior,Yes,Male,Yes,465171,Married,Entertainment,Low Spender,Low,60,4,
Young Adult,No,Male,No,462757,Single,Doctor,Low Spender,Low,27,5,0
Senior,Yes,Male,Yes,461036,Married,Artist,Top Spender,High,72,2,1
Senior,Yes,Female,Yes,466202,Married,Artist,Low Spender,Average,63,2,1
Middle-Aged,Yes,Male,Yes,464836,Married,Healthcare,Low Spender,Average,37,2,0
Young Adult,Yes,Male,No,460219,Married,Healthcare,Low Spender,Low,25,4,0
Middle-Aged,Yes,Male,Yes,466482,Married,Doctor,Low Spender,Average,42,3,1
Middle-Aged,Yes,Female,Yes,461438,Married,Engineer,Low Spender,Average,42,2,0
Middle-Aged,No,Male,Yes,465835,Single,Healthcare,Low Spender,Low,31,1,1
Senior,,Male,Yes,464925,Single,Artist,Low Spender,Average,51,3,2
Young Adult,No,Female,No,465552,Single,Healthcare,Low Spender,Low,19,3,1
Senior,No,Female,Yes,461031,Single,Artist,Low Spender,Low,53,2,0
Middle-Aged,Yes,Female,Yes,464658,Married,Artist,Low Spender,Average,47,2,1
Young Adult,No,Female,No,467664,Single,Healthcare,Low Spender,Low,21,5,1
Middle-Aged,Yes,Male,No,465058,Married,Executive,Top Spender,High,37,2,1
Senior,Yes,Female,No,460125,Married,Doctor,Top Spender,High,82,4,
Middle-Aged,Yes,Female,Yes,465451,Married,Homemaker,Low Spender,Average,45,,8
Middle-Aged,Yes,Male,Yes,467516,Married,Healthcare,Top Spender,High,40,3,9
Middle-Aged,Yes,Male,Yes,466428,Married,Entertainment,Low Spender,Low,43,2,0
Middle-Aged,Yes,Male,Yes,467410,Married,Artist,Low Spender,Low,45,2,4
Senior,Yes,Female,No,465309,Married,Engineer,Low Spender,Average,53,4,1
Senior,Yes,Male,No,464718,Married,Lawyer,Top Spender,High,81,2,0
Middle-Aged,Yes,Male,Yes,463150,Married,Doctor,Low Spender,Average,37,2,0
Middle-Aged,Yes,Male,Yes,463816,Married,Entertainment,Low Spender,Average,45,3,1
Middle-Aged,No,Female,Yes,465484,Single,Artist,Low Spender,Low,45,1,1
Senior,Yes,Male,No,465781,Married,Lawyer,Low Spender,Low,74,2,0
Middle-Aged,Yes,Female,Yes,462254,Married,Artist,Low Spender,Low,38,2,8
Young Adult,No,Male,No,461267,Single,Doctor,Low Spender,Low,21,2,0
Senior,Yes,Male,Yes,459781,Married,Lawyer,Low Spender,Low,86,1,1
Senior,Yes,Male,,462922,Married,Executive,Top Spender,High,75,2,5
Young Adult,No,Male,No,461146,Single,Engineer,Low Spender,Low,21,3,5
Middle-Aged,Yes,Male,No,467619,Married,Marketing,Low Spender,Low,33,3,0
Senior,Yes,Male,Yes,466183,Married,Entertainment,Low Spender,Low,52,1,9
Young Adult,No,Male,Yes,467270,Single,Artist,Low Spender,Low,25,4,7
Middle-Aged,Yes,Female,Yes,465673,Married,Entertainment,Low Spender,Average,43,2,1
Middle-Aged,No,Female,No,461284,Single,Artist,Low Spender,Low,36,1,4
Senior,Yes,Male,No,464367,Married,Lawyer,Top Spender,High,86,2,1
Middle-Aged,Yes,Male,Yes,462094,Married,Artist,Low Spender,Average,46,6,0
Young Adult,,Female,Yes,466839,Single,Artist,Low Spender,Low,25,8,2
Middle-Aged,,Male,Yes,460717,Single,Artist,Low Spender,Low,33,1,10
Young Adult,No,Female,No,464072,Single,Homemaker,Low Spender,Low,25,3,1
Young Adult,No,Male,No,464339,Single,Healthcare,Low Spender,Low,27,3,0
Middle-Aged,Yes,Male,Yes,461583,Married,Artist,Top Spender,High,36,2,8
Senior,Yes,Female,No,465386,Married,Lawyer,Top Spender,High,76,2,0
Senior,Yes,Female,Yes,466408,Married,Artist,Top Spender,High,63,3,
Middle-Aged,Yes,Female,Yes,464203,Married,Artist,Top Spender,High,41,2,0
Middle-Aged,Yes,Female,Yes,464501,Married,Engineer,Low Spender,Low,35,2,2
Senior,Yes,Male,No,465716,Married,Lawyer,Low Spender,Low,66,3,3
Middle-Aged,No,Male,Yes,466035,Single,Artist,Low Spender,Low,45,1,1
Middle-Aged,No,Female,Yes,466840,Single,Marketing,Low Spender,Low,41,1,0
Young Adult,No,Male,Yes,464625,Single,Healthcare,Low Spender,Low,29,5,4
Senior,Yes,Male,Yes,463980,Married,Executive,Top Spender,High,51,4,0
Senior,Yes,Female,Yes,464333,Married,Lawyer,Top Spender,High,84,2,1
Middle-Aged,Yes,Male,Yes,460507,Married,Artist,Low Spender,Average,38,4,0
Senior,Yes,Male,No,466123,Married,Marketing,Top Spender,High,70,4,0
Senior,Yes,Female,Yes,459110,Married,Engineer,Top Spender,High,80,2,
Middle-Aged,Yes,Female,Yes,464394,Married,Engineer,Low Spender,Average,43,4,1
Middle-Aged,No,Female,Yes,467330,Single,Artist,Low Spender,Low,46,2,4
Senior,Yes,Male,Yes,461616,Married,Executive,Top Spender,High,59,3,0
Senior,Yes,Female,Yes,459543,Married,Lawyer,Top Spender,High,62,2,8
Young Adult,No,Male,No,464811,Single,Healthcare,Low Spender,Low,18,3,2
Middle-Aged,No,Male,Yes,466460,Single,Artist,Low Spender,Low,47,1,9
Young Adult,No,Female,Yes,462881,Single,Engineer,Low Spender,Low,26,7,7
Young Adult,No,Male,No,459798,Single,Healthcare,Low Spender,Low,18,4,1
Senior,No,Female,Yes,460150,Single,Artist,Low Spender,Low,52,3,1
Young Adult,No,Male,Yes,467059,Single,Artist,Low Spender,Low,28,1,0
Young Adult,Yes,Male,No,459850,Married,Healthcare,Top Spender,High,22,3,
Middle-Aged,Yes,Male,Yes,460075,Married,Entertainment,Low Spender,Low,36,4,1
Young Adult,No,Male,No,466802,Single,Healthcare,Low Spender,Low,22,5,0
Young Adult,No,Male,No,461726,Single,Healthcare,Low Spender,Low,21,5,1
Middle-Aged,Yes,Male,Yes,466770,Married,Healthcare,Low Spender,Average,47,2,1
Middle-Aged,No,Male,Yes,462465,Single,Healthcare,Low Spender,Low,36,4,0
Young Adult,Yes,Male,Yes,463375,Married,Artist,Low Spender,Low,28,2,0
Senior,Yes,Male,Yes,465475,Married,Artist,Low Spender,Average,51,2,3
Middle-Aged,No,Female,No,465404,Single,Healthcare,Low Spender,Low,31,3,6
Young Adult,No,Male,No,462021,Single,Healthcare,Low Spender,Low,19,5,3
Young Adult,No,Female,No,464670,Single,Healthcare,Low Spender,Low,29,2,1
Senior,Yes,Male,Yes,462449,Married,Executive,Top Spender,High,55,4,1
Middle-Aged,Yes,Male,No,460545,Married,Entertainment,Low Spender,Low,45,4,5
Senior,Yes,Male,Yes,467293,Married,Executive,Top Spender,High,63,2,0
Young Adult,No,Female,Yes,467421,Single,Healthcare,Low Spender,Low,27,4,8
Senior,Yes,Female,Yes,465568,Married,Executive,Top Spender,High,57,3,0
Young Adult,No,Male,No,463110,Single,Entertainment,Low Spender,Low,18,2,10
Senior,Yes,Female,No,463783,Married,Lawyer,Top Spender,High,84,2,
Young Adult,Yes,Male,Yes,461775,Married,Doctor,Low Spender,Average,27,2,
Middle-Aged,Yes,Male,Yes,465615,Married,Executive,Top Spender,High,37,2,14
Senior,Yes,Female,No,464929,Married,Engineer,Top Spender,High,61,2,0
Middle-Aged,Yes,Male,Yes,465139,Married,Entertainment,Low Spender,Low,40,2,0
Middle-Aged,No,Female,Yes,466662,Single,Homemaker,Low Spender,Low,37,1,9
Young Adult,No,Male,No,460603,Single,Entertainment,Low Spender,Low,21,4,0
Senior,Yes,Male,No,466909,Married,,Low Spender,Low,69,1,0
Senior,Yes,Male,Yes,459676,Married,Artist,Low Spender,Average,53,2,0
Middle-Aged,Yes,Male,Yes,467321,Married,Executive,Low Spender,Average,42,4,1
Senior,Yes,Male,Yes,459084,Married,Lawyer,Low Spender,Low,81,,1
Young Adult,No,Female,No,462594,Single,Healthcare,Low Spender,Low,19,4,1
Young Adult,No,Male,No,460051,Single,Doctor,Low Spender,Low,22,3,7
Senior,Yes,Male,Yes,462052,Married,Artist,Low Spender,Average,52,3,4
Middle-Aged,Yes,Male,No,462548,Married,Healthcare,Low Spender,Average,33,2,2
Young Adult,No,Male,No,463383,Single,Doctor,Low Spender,Low,25,1,8
Middle-Aged,Yes,Female,No,461579,Married,Artist,Low Spender,Average,50,2,
Middle-Aged,No,Female,Yes,464419,Single,Artist,Low Spender,Low,48,1,6
Young Adult,No,Male,No,467314,Single,Healthcare,Low Spender,Low,18,4,4
Young Adult,No,Female,Yes,461991,Single,Artist,Low Spender,Low,25,4,0
Middle-Aged,No,Male,Yes,467047,Single,Entertainment,Low Spender,Low,33,2,1
Middle-Aged,Yes,Female,Yes,461091,Married,Engineer,Low Spender,Low,40,1,4
Middle-Aged,Yes,Female,Yes,459476,Married,Artist,Low Spender,Low,46,2,1
Senior,Yes,Female,No,462116,Married,Artist,Top Spender,High,61,5,1
Senior,Yes,Female,Yes,459712,Married,Entertainment,Low Spender,Average,68,3,0
Young Adult,No,Male,No,462692,Single,Artist,Low Spender,Low,29,3,12
Young Adult,No,Female,Yes,460809,Single,Healthcare,Low Spender,Low,25,4,4
Middle-Aged,Yes,Male,Yes,461704,Married,Artist,Low Spender,Average,42,2,0
Middle-Aged,Yes,Male,Yes,465113,Married,Artist,Low Spender,Average,41,2,9
Middle-Aged,Yes,Male,Yes,460477,Married,Doctor,Low Spender,Low,43,,8
Young Adult,No,Female,No,464912,Single,Artist,Low Spender,Low,25,1,0
Senior,Yes,Male,Yes,459461,Married,Artist,Low Spender,Average,59,6,1
Young Adult,No,Female,No,462650,Single,Doctor,Low Spender,Low,22,,0
Middle-Aged,Yes,Female,Yes,465002,Married,Engineer,Low Spender,Low,45,3,1
Young Adult,No,Female,No,467510,Single,Healthcare,Low Spender,Low,22,4,0
Senior,Yes,Female,No,467000,Married,Lawyer,Top Spender,High,82,2,
Middle-Aged,Yes,Female,Yes,464902,Married,Artist,Low Spender,Average,31,2,0
Middle-Aged,No,Female,No,463217,Single,Engineer,Low Spender,Low,41,1,0
Young Adult,No,Female,Yes,464279,Single,Healthcare,Low Spender,Low,25,4,4
Senior,Yes,Male,Yes,467417,Married,Doctor,Low Spender,Average,61,5,1
Young Adult,Yes,Male,No,461462,Married,Healthcare,Low Spender,Low,18,,0
Middle-Aged,No,Male,Yes,465794,Single,Doctor,Low Spender,Low,42,5,3
Middle-Aged,Yes,Male,Yes,459096,Married,Artist,Top Spender,High,39,3,8
Senior,Yes,Male,Yes,464041,Married,Executive,Low Spender,Low,53,2,1
Middle-Aged,Yes,Male,Yes,467003,Married,Artist,Low Spender,Low,38,1,1
Senior,Yes,Female,No,466726,Married,,Low Spender,Low,61,1,9
Middle-Aged,Yes,Male,Yes,459335,Married,Artist,Low Spender,Average,36,3,
Middle-Aged,Yes,Male,,466669,Married,Executive,Top Spender,High,39,4,0
Senior,Yes,Male,Yes,467240,Married,Lawyer,Low Spender,Low,71,2,1
Young Adult,Yes,Male,Yes,461877,Married,Entertainment,Top Spender,High,29,2,8
Senior,Yes,Female,Yes,462635,Married,Artist,Low Spender,Average,55,3,0
Senior,Yes,Male,Yes,461214,Married,Artist,Low Spender,Average,59,3,10
Middle-Aged,Yes,Female,Yes,460468,Married,Artist,Low Spender,Average,48,2,8
Middle-Aged,Yes,Male,Yes,460583,Married,Entertainment,Low Spender,Average,49,2,8
Young Adult,Yes,Male,No,459051,Married,Entertainment,Top Spender,High,26,4,
Young Adult,No,Male,Yes,465072,Single,Artist,Low Spender,Low,28,5,0
Middle-Aged,Yes,Female,Yes,460774,Married,Artist,Low Spender,Average,43,2,1
Middle-Aged,No,Female,Yes,462907,Single,Artist,Low Spender,Low,40,3,1
Middle-Aged,Yes,Male,Yes,467704,Married,Executive,Top Spender,High,39,4,0
Middle-Aged,Yes,Male,Yes,459652,Married,Artist,Low Spender,Average,46,2,1
Middle-Aged,Yes,Male,No,461097,Married,Entertainment,Low Spender,Average,48,2,1
Middle-Aged,Yes,Male,No,463557,Married,,Low Spender,Average,35,4,
Middle-Aged,Yes,Male,Yes,461941,Married,Executive,Top Spender,High,40,5,
Middle-Aged,No,Male,No,462471,Single,Healthcare,Low Spender,Low,32,,3
Middle-Aged,No,Female,No,467857,Single,Entertainment,Low Spender,Low,35,7,0
Middle-Aged,Yes,Female,Yes,462980,Married,Artist,Low Spender,Low,38,4,0
