District code,District name,State name,Age Group 0 29,Age Group 30 49,Age Group 50,Age not stated,Agricultural Workers,Below Primary Education,Buddhists,Christians,Condition of occupied census houses Dilapidated Households,Cultivator Workers,Female,Female Literate,Female SC,Female ST,Female Workers,Graduate Education,Having bathing facility Total Households,Having latrine facility within the premises Total Households,Higher Education,Hindus,Household size 1 person Households,Household size 1 to 2 persons,Household size 2 persons Households,Household size 3 persons Households,Household size 3 to 5 persons Households,Household size 4 persons Households,Household size 5 persons Households,Household size 6 8 persons Households,Household size 9 persons and above Households,Household Workers,Households,Households with Bicycle,Households with Car Jeep Van,Households with Computer,Households with Internet,Households with Radio Transistor,Households with Scooter Motorcycle Moped,Households with separate kitchen Cooking inside house,Households with Telephone Mobile Phone,Households with Telephone Mobile Phone Both,Households with Telephone Mobile Phone Landline only,Households with Telephone Mobile Phone Mobile only,Households with Television,Households with TV Computer Laptop Telephone mobile phone and Scooter Car,Housholds with Electric Lighting,Illiterate Education,Jains,Literate,Literate Education,Location of drinking water source Away Households,Location of drinking water source Near the premises Households,Location of drinking water source Within the premises Households,LPG or PNG Households,Main source of drinking water Handpump Tubewell Borewell Households,Main source of drinking water Other sources Households,Main source of drinking water River Canal Households,Main source of drinking water Spring Households,Main source of drinking water Tank Pond Lake Households,Main source of drinking water Tapwater Households,Main source of drinking water Tubewell Borehole Households,Main source of drinking water Un covered well Households,Main Workers,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Male,Male Literate,Male SC,Male ST,Male Workers,Marginal Workers,Married couples 1 Households,Married couples 2 Households,Married couples 3 Households,Married couples 3 or more Households,Married couples 4 Households,Married couples None Households,Married_couples_5__Households,Middle Education,Muslims,Non Workers,Not having bathing facility within the premises Total Households,Not having latrine facility within the premises Alternative source Open Households,Other Education,Other Workers,Others Religions,Ownership Owned Households,Ownership Rented Households,Population,Power Parity Above Rs 545000,Power Parity Less than Rs 45000,Power Parity Rs 150000 240000,Power Parity Rs 150000 330000,Power Parity Rs 240000 330000,Power Parity Rs 330000 425000,Power Parity Rs 330000 545000,Power Parity Rs 425000 545000,Power Parity Rs 45000 150000,Power Parity Rs 45000 90000,Power Parity Rs 90000 150000,Primary Education,Religion Not Stated,Rural Households,SC,Secondary Education,Sikhs,ST,Total Education,Total Power Parity,Type of bathing facility Enclosure without roof Households,Type of fuel used for cooking Any other Households,Type of latrine facility Flush pour flush latrine connected to other system Households,Type of latrine facility Night soil disposed into open drain Households,Type of latrine facility Other latrine Households,Type of latrine facility Pit latrine Households,Urban Households,Workers
530,Kolhapur,MAHARASHTRA,1972486,1084858,801590,17067,266028,321457,29766,15573,14348,660872,1895343,1266085,251071,14728,578850,335413,771669,612194,395234,3379906,31720,106174,74454,117330,502014,228697,155987,166043,47252,59932,1179314,383946,49081,71879,22269,257521,283565,800038,595768,89659,62018,444091,507573,45061,770005,778000,154882,2825845,2901125,48936,160556,611991,340318,64763,5886,2727,3686,2714,701593,44231,33730,1508563,15013,1980658,1559760,253390,15478,1125204,195491,533856,145947,34973,40799,4774,100881,1052,487227,286558,2171947,49814,59170,40828,717222,1274,699588,106291,3876001,525,530,451,1110,659,884,1900,1016,4401,2257,2144,622362,6472,796496,504461,698604,1570,30206,3679125,8464,79393,1345,51999,3308,5116,65030,382818,1704054
531,Sangli,MAHARASHTRA,1450907,752303,603739,15194,290693,208511,38210,9098,25685,480554,1386415,927917,175985,8927,414890,214003,517310,380072,244804,2440312,26079,82761,56682,76036,331678,143725,111917,131446,39342,40824,853673,335852,29515,49056,13212,167105,190760,556209,415009,52357,43027,319625,310230,26191,485126,579039,87453,2049467,2124179,65893,140103,379231,227034,98215,6357,2577,606,2240,393990,58025,74738,1074948,11780,1435728,1121550,177108,9406,800214,140156,371741,106679,27036,32051,4106,74756,909,459156,239607,1607039,67917,136062,36983,403033,769,498771,67342,2822143,442,409,313,748,435,595,1091,496,3107,1689,1418,507318,5434,626872,353093,453404,1260,18333,2703218,5798,93433,1080,13067,4898,6596,96856,226801,1215104
532,Adilabad,ANDHRA PRADESH,1536378,704551,422522,77788,484912,232470,25510,15422,35823,363737,1371642,626997,245752,248322,574728,100226,378259,191052,143143,2399901,27018,107798,80780,103066,417387,182282,132039,114585,12000,84661,817714,150289,8338,45202,5512,25190,96998,510399,403530,13417,15483,374630,306433,9483,566108,1030640,617,1483347,1346992,210059,212025,229686,194954,267233,7390,3303,2294,1521,270862,79354,93294,1066460,14508,1369597,856350,242844,247472,748939,257207,503266,58377,6455,7297,722,82830,120,281752,275970,1417572,273511,446014,19277,390357,322,559211,77594,2741239,109,648,84,206,122,134,347,213,2870,1604,1266,344167,22120,597466,488596,225957,1377,495794,2377632,4181,180245,1009,9390,4078,6489,20150,220248,1323667
533,Nizamabad,ANDHRA PRADESH,1399773,676401,437573,37588,448281,269487,1847,19653,22717,278102,1300694,599596,192276,97262,576756,141850,428790,245523,223365,2123426,23207,90591,67384,94217,379595,163189,122189,107972,12575,171311,720298,212631,10088,35036,5261,46837,102049,448674,428744,20344,23277,385123,308270,9899,545913,1041862,542,1389810,1804547,129036,218935,242762,186740,114151,14269,335,391,823,450359,78420,8125,1055965,15818,1250641,790214,178798,95679,684320,205111,432299,68637,8050,9206,988,80591,168,338668,391596,1290259,161943,338471,13382,363382,146,490840,93887,2551335,100,661,61,121,60,71,176,105,2399,1468,931,421399,11768,565165,371074,396396,2357,192941,2846409,3458,174190,573,10149,14142,15610,32721,155133,1261076
534,Karimnagar,ANDHRA PRADESH,1940234,1031735,728494,75806,756859,340372,332,24979,42493,360390,1895469,949591,357276,53250,827305,256633,675283,452865,293493,3491139,55169,201672,146503,166249,649211,306232,176730,120450,9406,168340,1165280,406211,14175,46584,8831,37212,192965,642642,691495,17534,25539,648422,589283,16190,926768,1280393,312,2206829,2325560,150002,197387,633350,344667,135427,23433,305,1037,299,681510,65437,133499,1590304,25074,1880800,1257238,352481,53495,1049463,286464,746836,91081,8368,9357,860,133465,129,482842,244723,1899501,305456,518458,35312,591179,115,823820,141432,3776269,186,961,128,227,99,119,292,173,3583,2163,1420,453505,12583,877236,709757,463403,2086,106745,3605953,5251,271709,921,12846,15034,16953,100604,288044,1876768
535,Medak,ANDHRA PRADESH,1735769,779738,509368,8413,571129,324267,554,34301,24473,353221,1510258,683731,271534,82411,604329,127493,421856,293838,201928,2637313,19664,84875,65211,96457,419073,178179,144437,140018,22798,67642,789132,232114,14362,47170,8635,69729,119276,508133,482440,23516,28285,430639,349304,15872,604719,1199818,457,1637137,2029580,160481,228110,278173,163074,149702,9422,316,319,386,494042,92845,9627,1195494,10443,1523030,953406,266413,86574,837874,246709,482906,92770,14040,16643,2160,74445,443,481984,342449,1591085,244908,363300,16466,450211,217,570933,90125,3033288,116,786,84,143,59,71,173,102,2656,1659,997,503713,16688,593653,537947,373729,1309,168985,3229398,3874,120589,716,8559,7965,10773,82272,195479,1442203
536,Hyderabad,ANDHRA PRADESH,2249130,1068243,542669,83281,23029,230962,1268,87522,8198,28308,1924748,1349467,123614,23381,367712,558090,873099,868186,517425,2046051,20495,110910,90415,135609,546260,236179,174472,181806,42536,46157,1066289,229561,124106,274653,149034,288188,439890,868553,799174,123728,91702,583744,746818,200317,869721,556902,19560,2892155,3445721,19270,47880,814362,581509,8759,6777,84,621,1196,862054,6139,913,1096081,8678,2018575,1542688,124313,25556,1045585,317216,692697,73154,16242,20914,3555,94747,1117,685215,1713405,2530026,8413,7927,45937,1315803,1929,437146,422826,3943323,1710,416,1708,2202,494,671,1531,860,5212,2008,3204,596591,62142,0,247927,811501,11446,48937,4002623,11071,9546,1908,4915,6238,9605,9725,1066289,1413297
537,Rangareddy,ANDHRA PRADESH,2966988,1455864,738037,135852,349032,457916,2041,144037,14077,270925,2595733,1589244,324031,105989,707162,740896,1101926,1028259,598940,4458858,30005,169288,139283,221294,865161,400555,243312,195938,33327,73387,1561322,271193,125225,291745,142879,265298,498040,1178203,1094233,117975,75653,900605,949853,199886,1211352,1158473,3536,3538028,4242880,155139,201184,907391,773246,110943,38646,532,780,898,1099746,72143,9025,1834777,40856,2701008,1948784,328011,112768,1488916,361301,998111,118251,18705,22088,2862,125264,521,809283,617518,3100663,161788,224362,57436,1502734,1629,758393,484153,5296741,603,785,528,901,373,438,1088,650,5426,2514,2912,756588,61060,432098,652042,821821,8062,218757,5401353,8803,72105,3082,13003,15480,25881,86046,1129224,2196078
538,Mahbubnagar,ANDHRA PRADESH,2360874,1027525,637430,27199,931084,419379,290,21345,48768,569142,2002642,782260,352855,177234,942434,98227,508140,231015,169083,3673456,25689,105279,79590,120964,541398,225428,195006,191259,35923,57846,1010015,151754,12615,60812,6153,60282,121553,595275,570261,18944,23880,527437,362791,11293,757821,1604319,388,1940646,2049104,254390,329098,290371,136843,166074,11889,2595,1908,774,681260,58931,5990,1815643,17166,2050386,1158386,356099,187035,1140067,266858,632870,116194,19694,23895,3474,100900,727,441585,334172,1970527,365719,621148,16121,524429,267,800743,66068,4053028,102,1068,70,124,54,65,160,95,3241,2104,1137,596134,22452,848963,708954,308575,658,364269,3653423,4695,228218,1219,10240,5428,8924,40681,161052,2082501
539,Nalgonda,ANDHRA PRADESH,1932349,897137,651748,7575,863131,369537,241,35025,45358,325224,1729037,840262,319026,190403,765265,196134,479824,355700,238695,3249231,45165,165334,120169,144858,578886,270974,163054,119437,11775,45124,1030937,286559,18927,53777,7715,44340,143010,460960,588791,19542,23899,545350,464172,15308,789225,1294811,250,2001019,2188695,229084,298874,347474,228818,162241,78943,1096,763,258,598439,66625,28731,1493419,81060,1759772,1160757,318359,203876,976428,248274,655150,89307,8970,10032,935,120943,127,471233,188646,1747116,395608,512068,27003,508214,132,760789,103172,3488809,113,968,64,136,72,84,209,125,3043,1937,1106,518669,14347,833504,637385,367424,937,394279,3483506,4468,185613,635,12555,6223,7855,57670,197433,1741693
540,Warangal,ANDHRA PRADESH,1891954,941452,664872,14298,758092,314252,253,31377,62158,401646,1753295,885233,308393,261680,744729,248942,504897,388583,279234,3273755,43692,168039,124347,144960,593070,285338,162772,117016,10428,43550,1046987,311837,15727,59006,12952,71400,139404,476334,568508,25094,34782,508632,462819,22196,828077,1191252,569,2065023,2212184,210483,216245,461825,237349,174218,40479,507,1117,698,597926,70325,67830,1442197,42801,1759281,1179790,307709,268976,960926,263458,676526,90062,8344,9354,879,112611,131,454322,197333,1806921,383656,491661,27663,502367,126,761465,117060,3512576,185,938,135,228,93,112,274,162,3139,1936,1203,457529,7710,758738,616102,430242,1453,530656,3403436,4762,189942,547,19653,26831,28927,106071,288249,1705655
541,Khammam,ANDHRA PRADESH,1530602,774583,477955,14230,804537,295639,217,33463,33533,224972,1406382,728594,232991,387033,607156,160804,403739,360531,154774,2595321,39441,159883,120442,144836,512966,254089,114041,69643,5094,19799,870625,267852,11887,42171,8628,35761,115078,435972,427722,18744,19525,389453,416734,15140,668519,875272,459,1630234,1551232,152392,240615,354579,219710,210458,9819,4467,1327,889,468045,61127,46922,1215871,16502,1390988,901640,229905,378532,802906,194191,575647,55189,4220,4616,346,112134,50,329630,158887,1387308,343847,379678,25456,360754,539,616617,115379,2797370,127,732,75,153,78,92,228,136,2596,1584,1012,346118,7829,669262,462896,238811,655,765565,2426504,3836,105732,707,7153,1518,2709,37554,201363,1410062
542,Srikakulam,ANDHRA PRADESH,1423119,747385,528736,3874,700833,291793,77,18879,21961,165317,1361376,637557,130450,84736,523805,121213,178089,146386,146721,2666950,42847,129328,86481,118149,464451,224481,121821,85869,9675,34479,902436,180824,5264,32280,3988,19494,64087,548681,332230,18598,18802,294830,297418,6316,615432,1009992,160,1495381,1499877,187026,394989,107308,149554,282509,3531,10077,2719,1567,179917,85253,199161,936244,17894,1341738,857824,125214,81382,766483,354044,506897,66546,7462,8385,811,107495,112,319244,9025,1412826,511234,533734,21031,389659,106,610487,68045,2703114,76,743,58,95,37,45,109,64,2278,1475,803,348354,7724,752752,255664,251521,193,166118,2509869,3301,28345,1406,3980,1091,1952,13539,149684,1290288
543,Vizianagaram,ANDHRA PRADESH,1206366,666394,451469,20245,557254,250446,114,17853,17903,212285,1182997,530885,126235,120869,478673,103591,242486,131289,115144,2299129,30854,105327,74473,104907,403386,192867,105612,80085,7807,27469,749514,168297,5002,24128,4453,28633,61858,443111,265587,16052,13208,236327,278230,7516,527736,1031683,815,1238388,1240323,104524,396943,95138,140361,246172,1015,2591,6785,2588,259205,59276,73701,953215,12979,1161477,707503,121493,114687,679289,204747,440182,65254,6261,6993,645,84176,87,257468,16423,1186512,354119,456712,27041,360954,183,514227,68076,2344474,81,613,45,110,65,74,188,114,2110,1306,804,300057,9577,592458,247728,186576,380,235556,2272006,3103,60019,729,1608,1019,1403,6188,157056,1157962
544,Visakhapatnam,ANDHRA PRADESH,2274553,1245627,716066,54343,578949,414636,850,77607,24517,322164,2151679,1145371,166613,315595,650815,289734,679351,577722,329770,4105320,54096,198751,144655,214294,786438,380992,191152,129455,11522,54545,1379340,297276,46469,124729,45492,181071,241192,881691,657824,56704,39493,561627,666976,71289,1010250,1418851,2316,2568249,2837695,247081,494827,384258,495389,319590,9949,5855,62111,1601,634191,145141,81562,1481139,79516,2138910,1422878,162873,302905,1239064,408740,868660,92853,8305,9143,717,155510,121,649271,86330,2400710,446815,504832,44164,934221,286,817426,287779,4290589,611,877,563,777,214,278,651,373,4404,2282,2122,568178,15579,718847,329486,541942,2301,618500,4256546,7319,75065,2041,7943,4339,8202,22116,660493,1889879
545,East Godavari,ANDHRA PRADESH,2724328,1478954,948122,2892,1122046,669420,413,77825,46973,160407,2584608,1571644,476386,108773,547850,263023,869464,800168,271809,4983330,95856,335006,239150,275218,952492,468704,208570,112434,7478,57853,1605841,779052,25381,93784,22411,113126,232073,869294,732492,52789,65415,614288,821421,34494,1297273,1524603,4149,3288577,3518619,235274,558347,613789,479914,342767,11217,6523,4440,5684,908806,40397,121195,1748117,27864,2569688,1716933,468883,104422,1545831,345564,1085890,85895,6477,7007,450,228618,80,797497,77777,3060615,537946,510602,47702,753375,403,1088823,278383,5154296,290,1274,189,353,164,195,481,286,4814,2865,1949,947606,9661,1199479,945269,521562,738,213195,5043222,7211,132607,1622,11341,2058,6007,50195,406362,2093681
546,West Godavari,ANDHRA PRADESH,2051513,1127764,755533,2156,1061787,595331,209,109120,46343,155275,1972048,1273166,408005,55705,573774,207586,720167,694857,215863,3733191,70587,263697,193110,211052,724609,363280,150277,82492,4982,33861,1255628,605463,14687,55613,12050,70135,182698,645717,578252,43490,56671,478091,648607,19128,1017568,1028767,1578,2652389,2771842,143553,338966,593261,435334,126299,7707,8333,264,10333,900503,17816,20184,1534166,26637,1964918,1379223,403693,53367,1199338,238946,830550,71679,5319,5684,329,167867,36,585595,86142,2163854,355613,307863,33329,522189,211,836015,207958,3936966,193,1011,131,236,105,126,310,184,3737,2260,1477,718960,6227,1007255,811698,415178,288,109072,3800609,5485,97912,1152,9009,1232,3299,30148,248373,1773112
547,Krishna,ANDHRA PRADESH,2340943,1284630,833959,57866,1006976,618101,863,145598,41217,150166,2250023,1410759,435651,65730,721581,328454,897201,863417,312753,4023678,81004,299154,218150,235751,824868,417156,171961,95350,7885,48444,1476334,525079,27969,101450,30438,112568,212111,838939,743696,69493,76037,598166,794346,43264,1163932,1352499,6320,3009718,3169428,227575,387804,611878,632890,205072,17143,1097,1490,6592,903992,43371,87080,1744978,26322,2267375,1598959,435412,66734,1327299,303902,955030,81787,6370,6886,449,183554,67,630603,307043,2468518,330056,351479,54728,843294,906,863382,328243,4517398,364,1054,270,450,180,218,531,313,4586,2557,2029,692968,31597,909292,871063,531821,1393,132464,4521927,6983,128403,1359,7302,4774,10038,32758,567042,2048880
548,Guntur,ANDHRA PRADESH,2583462,1371811,928462,4078,1227956,736270,323,89763,44968,302341,2447292,1325715,481074,121984,939254,221924,904201,762845,246580,4217597,83026,295615,212589,229537,842985,413160,200288,139120,10111,47436,1582990,454586,17424,80434,19383,106907,190079,917356,733133,53583,62229,617321,816849,28457,1186028,1474349,3282,2960441,3209266,267760,465404,554667,648568,428749,35872,4238,1299,5833,739450,73453,67710,2106326,47242,2440521,1634726,476333,125105,1442370,275298,972992,117838,10388,11313,821,185688,104,674957,559770,2506189,383630,513287,30279,803891,332,981115,276073,4887813,317,1119,196,384,188,222,550,328,4610,2657,1953,845810,15982,1069877,957407,453446,764,247089,4683615,6981,180459,1292,4774,2660,5982,58852,513113,2381624
549,Prakasam,ANDHRA PRADESH,1832695,917391,641707,5655,889218,489805,97,18775,32095,280029,1682684,796749,390619,74468,708725,133627,528518,321332,142026,3150195,51012,181210,130198,144923,548015,251635,151457,115932,12119,42603,1087575,226045,9071,43611,6151,40847,105940,518496,494689,18557,25076,451056,468022,10365,763746,1218310,204,1904435,1900943,253399,406577,197300,290947,244709,24112,2055,3379,6529,481021,78693,91097,1463508,36075,1714764,1107686,397242,76677,991842,237059,643184,89358,10022,11413,1186,113321,205,368919,220654,1696881,328758,526726,21976,488717,206,717208,127205,3397448,127,855,91,156,65,79,193,114,2973,1845,1128,495556,7051,873486,787861,249034,266,151145,3119253,4304,185711,640,5090,1463,3231,39145,214089,1700567
550,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1574713,840448,544022,4374,625262,437438,239,26202,28228,165513,1470583,820267,333915,140829,454681,148394,519318,306095,161031,2639737,50886,175506,124620,145951,510984,243234,121799,79487,6648,35403,953513,162980,11661,39583,10201,41899,108096,432631,443579,33129,29524,380926,486148,15387,696024,940785,2610,1832189,1863811,107370,326288,338967,233623,167584,14690,1514,798,1077,529838,56033,51084,1076544,18079,1492974,1011922,332673,145168,859880,238017,581823,64736,6336,7048,608,119018,104,370710,288378,1648996,253307,459859,27865,488383,146,624970,130421,2963557,156,711,103,191,88,104,256,152,2711,1615,1096,451130,5567,689137,666588,267243,678,285997,2804596,4024,182478,631,6140,4929,5793,21976,264376,1314561
551,Y.S.R.,ANDHRA PRADESH,1553667,793583,530412,4807,542455,408650,105,23281,14710,243607,1430692,722067,233671,37315,496518,116330,586881,314726,140145,2391231,35964,129103,93139,119726,455759,201211,134822,106666,11608,55824,884093,130524,7558,39923,6667,54033,98736,509140,439641,12689,18578,408374,409629,10415,671764,893657,751,1716766,1862684,89559,374889,238688,209532,82945,13297,2078,1137,86,598146,25759,4347,1079903,16598,1451777,994699,232123,38571,823886,240501,530163,70984,8397,9509,953,92480,159,413364,454108,1562065,116255,370070,16231,478518,245,559338,136435,2882469,148,678,88,179,91,106,264,158,2762,1588,1174,509166,12381,590589,465794,258798,367,75886,2756341,4030,209047,287,7572,4881,6298,106296,293504,1320404
552,Kurnool,ANDHRA PRADESH,2368684,1053618,609027,22134,1037302,521327,255,33165,24332,310954,2014236,880792,367730,40779,865303,115504,702120,353289,152453,3328380,29425,116088,86663,120568,547505,238908,188029,181675,31914,60791,1090835,271815,10622,56478,10081,79714,118153,752035,572406,22698,30605,519103,543044,15373,816721,1517933,2235,2127161,2220285,218712,431425,227045,195001,138946,5342,6352,5694,3297,696977,38696,17204,1757520,20685,2039227,1246369,370215,42052,1164122,271905,652567,109416,18819,22549,3071,92650,659,466940,670737,2024038,175062,437495,19282,620378,434,710444,156505,4053463,185,1042,108,222,114,134,333,199,3518,2163,1355,672951,17520,783853,737945,271828,737,82831,3738218,5301,187708,820,8162,4613,8586,58115,306982,2029425
553,Anantapur,ANDHRA PRADESH,2189396,1104565,739612,47575,879537,462273,341,20463,23899,413253,2016653,972486,290756,75554,827622,144915,755971,353948,162175,3599372,36633,143093,106460,156107,644263,291388,196768,153243,20566,105343,1244428,206433,9915,48299,8606,63528,144214,713663,581087,22640,24039,534408,559461,14470,897970,1369069,1417,2310960,2426929,207645,528245,225275,223016,117001,16086,469,552,201,819675,43685,5049,1679655,17308,2064495,1338474,292379,78573,1208544,356511,718794,115052,15584,17947,1994,109372,369,582075,443456,2044982,205194,581051,23341,638033,309,779195,172680,4081148,243,969,143,293,150,176,437,261,3857,2252,1605,720357,14858,902997,583135,331793,932,154127,3795998,5799,222718,824,11188,19296,22059,96437,341431,2036166
554,Chittoor,ANDHRA PRADESH,2148179,1159053,807430,59402,748093,522961,253,24129,30849,434544,2083860,1183084,396178,79409,731134,246409,754648,382377,265199,3737588,55151,187320,132169,175853,678054,311451,190750,142837,13905,57269,1303870,225856,16296,67087,13763,93489,186568,777100,632803,36237,35378,561188,611465,24934,944555,1170993,1322,2667878,3062955,140697,539408,342011,324406,135531,38931,548,349,494,835606,92651,8192,1669852,40322,2090204,1484794,389582,79756,1202223,263505,757090,105579,10901,12183,1103,147264,179,673197,397870,2240707,267468,628364,36017,693451,358,815953,196720,4174064,307,1021,261,386,125,157,375,218,3835,2270,1565,770836,11677,907970,785760,548336,867,159165,4233948,5926,246488,640,11823,10381,12221,32299,395900,1933357
555,Belgaum,KARNATAKA,2669348,1251116,857143,2054,649517,544564,1086,18418,37900,711980,2356598,1326484,288322,148525,733246,201884,779974,316225,279583,4038331,37652,119801,82149,122453,550977,229331,199193,226927,66120,60342,1318975,519937,35104,73497,17560,152541,228887,937023,641485,50322,48042,543121,468274,31642,808827,1346776,178310,3052032,3282133,231175,392344,340306,240742,262330,10062,24013,4088,4006,520520,186601,124332,1734501,42169,2423063,1725548,289096,148673,1372422,371167,644950,146890,38909,48893,7746,123092,2238,609600,528412,2673993,183851,572611,56621,683829,149,811672,126662,4779661,308,1016,592,965,373,521,1212,691,3545,1973,1572,1057297,12918,962777,577418,532584,2037,297198,4628909,7045,151774,1749,17946,2521,5142,12612,356198,2105668
